FID,OBJECTID,Site ID,Site Name,Level of Government,State,Level of Protection,Management Agency,Management Plan,Primary Conservation Focus,Conservation Focus,Fishing Restrictions,Protection Focus,Permanence,Constancy,Year Established,Anchor,Vessel,IUCN_MPA,IUCN category,Category,Marine Status,URL,WDPA_Cd,ProSeasID,Designation,Area (km2),Marine Area (km2),Percent Area Marine,No-Take Area (km2),Longitude,Latitude,VxCount,SHAPE_Leng,SHAPE_Area,Shape__Area,Shape__Length
305,305,WA513,Waketickeh Creek Conservation Area,State,WA,No Take,Washington Department of Fish and Wildlife,Non-MPA Programmatic Fisheries Management Plan,Natural Heritage,Natural Heritage,Commercial and Recreational Fishing Prohibited,Focal Resource,Permanent,Year-round,2000,,,1,Ia,IUCN MPA,Marine,https://wdfw.wa.gov/fishing/management/mpa/conservation-areas#,0,WA513,Conservation Area,0.591819,0.589796722,100,0.591818571,-123.0161347,47.56115308,131,0.041042869,7.07732E-05,1299673.227,5437.203453
306,306,WA514,Saltar's Point Beach Conservation Area,Partnership,WA,No Take,Washington Department of Fish and Wildlife,Non-MPA Programmatic Fisheries Management Plan,Natural Heritage,Natural Heritage,Commercial and Recreational Fishing Prohibited,Ecosystem,Permanent,Year-round,2000,,,1,Ia,IUCN MPA,Mixed,https://wdfw.wa.gov/fishing/management/mpa/conservation-areas#,0,WA514,Conservation Area,0.0181336,0.016420942,91,0.018133586,-122.6127445,47.16919539,38,0.008491361,2.15247E-06,39235.1875,1116.75148
307,307,WA517,Keystone Conservation Area,State,WA,No Take,Washington Department of Fish and Wildlife,Non-MPA Programmatic Fisheries Management Plan,Natural Heritage,Natural Heritage,Commercial and Recreational Fishing Prohibited,Focal Resource,Permanent,Year-round,2002,,,1,Ia,IUCN MPA,Marine,https://wdfw.wa.gov/fishing/management/mpa/conservation-areas#,0,WA517,Conservation Area,0.0460929,0.046092935,100,0.046092935,-122.6694578,48.15714173,28,0.009935771,5.5758E-06,103577.5,1312.843873
308,308,WA520,South Puget Sound Wildlife Area,State,WA,Uniform Multiple Use,Washington Department of Fish and Wildlife,Site-Specific Management Plan,Natural Heritage,Natural Heritage,Restrictions Unknown,Ecosystem,Permanent,Year-round,1988,,,1,Ia,IUCN MPA,Interface,https://wdfw.wa.gov/lands/wildlife_areas/south_puget_sound/,352971,WA520,Wildlife Area,16.4765,0.301055968,2,16.4765,-122.6857418,47.21044431,709,0.300673999,0.001957295,35705262.08,38516.34131
309,309,WA531,Kennedy Creek Natural Area Preserve,State,WA,Uniform Multiple Use,Washington Department of Natural Resources,Site-Specific Management Plan,Natural Heritage,Natural Heritage,Restrictions Unknown,Focal Resource,Permanent,Year-round,1990,,,1,Ia,IUCN MPA,Mixed,https://www.dnr.wa.gov/KennedyCreek,312426,WA531,Natural Area Preserve,0.452346,0.109324008,24,0.452346,-123.0802432,47.09616696,166,0.066800045,5.36192E-05,976013.0859,9136.995709
310,310,WA532,Skookum Inlet Natural Area Preserve,State,WA,Uniform Multiple Use,Washington Department of Natural Resources,Site-Specific Management Plan,Natural Heritage,Natural Heritage,Restrictions Unknown,Focal Resource,Permanent,Year-round,1986,,,1,Ia,IUCN MPA,Mixed,https://www.dnr.wa.gov/skookum-inlet-natural-area-preserve,0,WA532,Natural Area Preserve,0.439653,0.151764333,35,0.439653,-123.0817083,47.1380418,78,0.050864519,5.21564E-05,950148.5313,6957.884835
311,311,WA537,North Bay Natural Area Preserve,State,WA,Uniform Multiple Use,Washington Department of Natural Resources,MPA Programmatic Management Plan,Natural Heritage,Natural Heritage,Restrictions Unknown,Ecosystem,Permanent,Year-round,1988,,,1,Ia,IUCN MPA,Mixed,https://www.dnr.wa.gov/north-bay-natural-area-preserve,0,WA537,Natural Area Preserve,4.25176,1.631740928,38,4.25176,-124.1046416,47.04887691,145,0.210738218,0.000503464,9154824.234,29178.8648
312,312,WA540,Bone River Natural Area Preserve,State,WA,Uniform Multiple Use,Washington Department of Natural Resources,Site-Specific Management Plan,Natural Heritage,Natural Heritage,Restrictions Unknown,Ecosystem,Permanent,Year-round,1987,,,1,Ia,IUCN MPA,Interface,https://www.dnr.wa.gov/bone-river-natural-area-preserve,312432,WA540,Natural Area Preserve,10.6907,0.082638614,1,10.6907,-123.8860348,46.65823841,245,0.236564053,0.001256945,22694142.64,30894.31375
313,313,WA541,Niawiakum River Natural Area Preserve,State,WA,Uniform Multiple Use,Washington Department of Natural Resources,Site-Specific Management Plan,Natural Heritage,Natural Heritage,Commercial and Recreational Fishing Prohibited,Ecosystem,Permanent,Year-round,1987,,,1,Ia,IUCN MPA,Interface,https://www.dnr.wa.gov/niawiakum-river-natural-area-preserve,312433,WA541,Natural Area Preserve,2.38681,0.004920412,0,2.38681,-123.9073987,46.62668445,1150,0.318347903,0.000280464,5060834.422,41544.14846
314,314,MNM2,Buck Island Reef National Monument,Federal,US-VI,No Take,National Park Service,Site-Specific Management Plan,Natural Heritage,Natural Heritage and Cultural Heritage,Commercial and Recreational Fishing Prohibited,Ecosystem,Permanent,Year-round,1961,Restricted,Restricted,1,Ia,IUCN MPA,Marine,https://www.nps.gov/buis,1047,MNM2,Buck Island Reef National Monument,77.2626,76.56073761,99,77.26261902,-64.62221751,17.81026454,3392,0.313862062,0.006548715,85236848.2,35451.9844
315,315,NMS3,National Marine Sanctuary of American Samoa,Federal,ASM,Zoned w/No Take Areas,NOAA National Marine Sanctuary Program & American Samoa Department of Commerce,Site-Specific Management Plan,Natural Heritage,Natural Heritage and Cultural Heritage,Commercial and Recreational Fishing Restricted,Ecosystem,Permanent,Year-round,1986,Restricted,Restricted,1,V,IUCN MPA,Marine,https://americansamoa.noaa.gov/,555586873,NMS3,National Marine Sanctuary,35373.7,35373.73047,100,0.711434,-168.1654953,-14.52712293,2833,8.253788678,2.945191389,37704106226,932746.3646
316,316,OR42,Redfish Rocks Marine Reserve,State,OR,No Take,Oregon Department of Fish and Wildlife,Site-Specific Management Plan,Natural Heritage,Natural Heritage,Commercial and Recreational Fishing Prohibited,Ecosystem,Permanent,Year-round,2010,Unrestricted,Unrestricted,1,Ia,IUCN MPA,Marine,https://www.dfw.state.or.us/MRP/docs/marinereserves/redfishrules.pdf,555587021,OR42,Marine Reserve,6.81874,6.775687218,99,6.818743229,-124.4732132,42.70092849,111,0.115532482,0.000748755,12625442.47,14687.24143
317,317,OR44,Otter Rock Marine Reserve,State,OR,No Take,Oregon Department of Fish and Wildlife,Site-Specific Management Plan,Natural Heritage,Natural Heritage,Commercial and Recreational Fishing Prohibited,Ecosystem,Permanent,Year-round,2010,Unrestricted,Unrestricted,1,Ia,IUCN MPA,Marine,https://www.dfw.state.or.us/MRP/docs/marinereserves/otterrules.pdf,555586874,OR44,Marine Reserve,3.17016,3.14562726,99,3.170156479,-124.0668765,44.73749538,184,0.092519707,0.000360174,6283193.82,13143.48946
318,318,NMS7,Gray's Reef National Marine Sanctuary,Federal,GA,Zoned w/No Take Areas,NOAA National Marine Sanctuary Program,Site-Specific Management Plan,Natural Heritage,Natural Heritage and Cultural Heritage,Commercial and Recreational Fishing Restricted,Ecosystem,Permanent,Year-round,1981,Prohibited,Unrestricted,1,V,IUCN MPA,Marine,https://graysreef.noaa.gov/,555586875,NMS7,National Marine Sanctuary,57.4181,57.4180603,100,21.374,-80.874675,31.39190514,7,0.302772604,0.005427993,78797951.98,35931.38522
319,319,MNM6,Rose Atoll Marine National Monument,Federal,PRI,Zoned w/No Take Areas,U.S. Fish and Wildlife Service & National Oceanic and Atmospheric Administration,Site-Specific Management Plan,Natural Heritage,Natural Heritage and Cultural Heritage,Commercial Fishing Prohibited and Recreational Fishing Restricted,Ecosystem,Permanent,Year-round,2009,Restricted,Unrestricted,1,V,IUCN MPA,Marine,https://www.fws.gov/roseatollmarinemonument/,400012,MNM6,Marine National Monument,35004.6,35004.48047,100,1637.68,-168.1479167,-14.54208666,5,6.833889723,2.918449084,37364025633,773197.9255
320,320,AS508,Fagamalo Village Marine Protected Area,Territorial,ASM,Uniform Multiple Use,American Samoa Department of Marine & Wildlife Resources,Community Agreement,Natural Heritage,Cultural Heritage and Sustainable Production,Commercial and Recreational Fishing Restricted,Ecosystem,Conditional,Year-round,2003,Unrestricted,Unrestricted,1,Ia,IUCN MPA,Marine,http://www.coris.noaa.gov/activities/habitat_assessment/american_samoa.pdf,0,AS508,Village Marine Protected Area,0.452446,0.452445894,100,0.452446,-170.8079167,-14.29315302,809,0.059446167,3.76774E-05,481815.4473,6714.856179
321,321,AS511,Sa'ilele Village Marine Protected Area,Territorial,ASM,No Take,American Samoa Department of Marine & Wildlife Resources,Community Agreement,Natural Heritage,Cultural Heritage and Sustainable Production,Commercial and Recreational Fishing Prohibited,Ecosystem,Conditional,Year-round,2005,Unrestricted,Unrestricted,1,Ia,IUCN MPA,Marine,https://www.coris.noaa.gov/activities/habitat_assessment/american_samoa.pdf,0,AS511,Village Marine Protected Area,0.0787021,0.07870207,100,0.07870207,-170.5963356,-14.25594347,104,0.010915556,6.55282E-06,83782.74023,1232.338362
322,322,AS512,Amanave Village Marine Protected Area,Territorial,ASM,No Take,American Samoa Department of Marine & Wildlife Resources,Community Agreement,Natural Heritage,Cultural Heritage and Sustainable Production,Commercial and Recreational Fishing Prohibited,Ecosystem,Conditional,Year-round,2009,Unrestricted,Unrestricted,1,Ia,IUCN MPA,Marine,http://aquaticcommons.org/14777/1/samoabiogeorptfinalsm.pdf,0,AS512,Village Marine Protected Area,0.344291,0.34429127,100,0.34429127,-170.8366681,-14.32536838,1420,0.073517872,2.86749E-05,366743.543,8283.311868
323,323,NPS14,Dry Tortugas National Park,Federal,FL,Zoned w/No Take Areas,National Park Service,Site-Specific Management Plan,Natural Heritage,Natural Heritage and Cultural Heritage,Commercial Fishing Prohibited and Recreational Fishing Restricted,Ecosystem,Permanent,Year-round,1935,Restricted,Restricted,1,V,IUCN MPA,Marine,https://www.nps.gov/drto/index.htm,61706,NPS14,National Park,263.291,262.875946,100,120.495,-82.87178291,24.64889538,18,0.592675831,0.023376936,318732795.4,68751.987
324,324,MNM8,Pacific Remote Islands Marine National Monument,Federal,PRI,Zoned w/No Take Areas,U.S. Fish and Wildlife Service & National Oceanic and Atmospheric Administration,Site-Specific Management Plan,Natural Heritage,Natural Heritage and Cultural Heritage,Commercial Fishing Prohibited and Recreational Fishing Restricted,Ecosystem,Permanent,Year-round,2009,Restricted,Unrestricted,1,V,IUCN MPA,Marine,https://www.fws.gov/pacificremoteislandsmarinemonument/,400011,MNM8,Marine National Monument,1277860,1267727,99,13669.5,-56.87304111,16.75109131,3777,78.04513327,106.7945465,1.3714E+12,8811909.955
325,325,CA136,Richardson Rock (San Miguel Island) State Marine Reserve,State,CA,No Take,California Department of Fish and Wildlife,MPA Programmatic Management Plan,Natural Heritage,Natural Heritage,Commercial and Recreational Fishing Prohibited,Ecosystem,Permanent,Year-round,2003,Unrestricted,Unrestricted,1,Ia,IUCN MPA,Marine,https://www.wildlife.ca.gov/Conservation/Marine/MPAs/Network/Southern-California,352742,CA136,State Marine Reserve,105.808,105.7985535,100,105.8080139,-120.5189633,34.09648858,274,0.390313727,0.010310577,154292738.9,48025.79889
326,326,CA137,Judith Rock (San Miguel Island) State Marine Reserve,State,CA,No Take,California Department of Fish and Wildlife,MPA Programmatic Management Plan,Natural Heritage,Natural Heritage,Commercial and Recreational Fishing Prohibited,Ecosystem,Permanent,Year-round,2003,Unrestricted,Unrestricted,1,Ia,IUCN MPA,Marine,https://www.wildlife.ca.gov/Conservation/Marine/MPAs/Network/Southern-California,352743,CA137,State Marine Reserve,11.8793,11.83963394,100,11.87932014,-120.4326937,34.00186792,194,0.160884873,0.001156361,17285072.4,20629.24136
327,327,CA138,Harris Point (San Miguel Island) State Marine Reserve,State,CA,No Take,California Department of Fish and Wildlife,MPA Programmatic Management Plan,Natural Heritage,Natural Heritage,Commercial and Recreational Fishing Prohibited,Ecosystem,Permanent,Year-round,2003,Unrestricted,Unrestricted,1,Ia,IUCN MPA,Marine,https://www.wildlife.ca.gov/Conservation/Marine/MPAs/Network/Southern-California,352744,CA138,State Marine Reserve,65.9434,65.72153473,100,65.9434433,-120.3498283,34.09339807,1326,0.427582377,0.006425942,96157534.89,53777.56574
328,328,NMS1,Channel Islands National Marine Sanctuary,Federal,CA,Zoned w/No Take Areas,NOAA National Marine Sanctuary Program,Site-Specific Management Plan,Natural Heritage,Natural Heritage and Cultural Heritage,Commercial Fishing Restricted,Ecosystem,Permanent,Year-round,1980,Unrestricted,Restricted,1,V,IUCN MPA,Marine,https://channelislands.noaa.gov/,555586740,NMS1,National Marine Sanctuary,3813.73,3811.198975,100,0,-119.8372932,33.94511763,7883,6.907226299,0.370983671,5541769833,814553.6452
329,329,NMS10,NOAA's Monitor National Marine Sanctuary,Federal,NC,Uniform Multiple Use,NOAA National Marine Sanctuary Program,Site-Specific Management Plan,Natural Heritage,Cultural Heritage,Restrictions Unknown,Focal Resource,Permanent,Year-round,1975,,,1,IV,IUCN MPA,Marine,https://monitor.noaa.gov/,555586784,NMS10,National Marine Sanctuary,2.20815,2.20815134,100,0,-75.409588,35.00656799,49,0.052323128,0.000217549,3291315.75,6483.832493
330,330,NMS11,Monterey Bay National Marine Sanctuary,Federal,CA,Zoned Multiple Use,NOAA National Marine Sanctuary Program,Site-Specific Management Plan,Natural Heritage,Natural Heritage and Cultural Heritage,No Site Restrictions,Ecosystem,Permanent,Year-round,1992,Unrestricted,Restricted,1,V,IUCN MPA,Marine,https://montereybay.noaa.gov/,555586741,NMS11,National Marine Sanctuary,15825.7,15817.46094,100,0,-122.350496,36.54200714,7278,10.60218861,1.589672865,24522083927,1322202.81
331,331,NMS13,Olympic Coast National Marine Sanctuary,Federal,WA,Zoned Multiple Use,NOAA National Marine Sanctuary Program,Site-Specific Management Plan,Natural Heritage,Natural Heritage and Cultural Heritage,Commercial and Recreational Fishing Restricted,Ecosystem,Permanent,Year-round,1994,Unrestricted,Restricted,1,V,IUCN MPA,Marine,https://olympiccoast.noaa.gov/protect/regulations/regulations.html,555586804,NMS13,National Marine Sanctuary,8258.56,8250.540039,100,0,-124.8828342,47.82200574,2027,5.482344605,0.992719101,18322669721,740202.1292
332,332,NMS6,Gerry E. Studds/Stellwagen Bank National Marine Sanctuary,Federal,MA,Uniform Multiple Use,NOAA National Marine Sanctuary Program,Site-Specific Management Plan,Natural Heritage,Natural Heritage and Cultural Heritage,No Site Restrictions,Ecosystem,Permanent,Year-round,1992,Unrestricted,Unrestricted,1,V,IUCN MPA,Marine,https://stellwagen.noaa.gov/,315079,NMS6,National Marine Sanctuary,2192.57,2192.57251,100,0,-70.32124648,42.40440454,29,2.042708892,0.239573349,4022032106,275454.7911
333,333,NMS9,Hawaiian Islands Humpback Whale National Marine Sanctuary,Federal,HI,Uniform Multiple Use,NOAA National Marine Sanctuary Program,Site-Specific Management Plan,Natural Heritage,Natural Heritage and Cultural Heritage,Restrictions Unknown,Focal Resource,Permanent,Year-round,1992,Unrestricted,Restricted,1,IV,IUCN MPA,Marine,https://hawaiihumpbackwhale.noaa.gov/,220003,NMS9,National Marine Sanctuary,3554.97,3549.159424,100,0,-157.0958907,20.90777666,18278,10.47327617,0.307164016,4075661651,1200783.324
334,334,NY1,Bayswater Point State Park,State,NY,Uniform Multiple Use,"New York State Office of Parks, Recreation and Historic Preservation",MPA Programmatic Management Plan,Natural Heritage,Natural Heritage,No Site Restrictions,Ecosystem,Permanent,Year-round,1988,,,1,IV,IUCN MPA,Mixed,http://parks.ny.gov,0,NY1,State Park,0.0734709,0.012185581,17,0,-73.77154186,40.61290899,72,0.016075897,7.81016E-06,127493.8516,2032.978897
335,335,NY10,Heckscher State Park,State,NY,Uniform Multiple Use,"New York State Office of Parks, Recreation and Historic Preservation",MPA Programmatic Management Plan,Natural Heritage,Natural Heritage,No Site Restrictions,Ecosystem,Permanent,Year-round,0,,,1,IV,IUCN MPA,Interface,http://parks.ny.gov,0,NY10,State Park,6.33153,0.183585048,3,0,-73.16492271,40.70866145,191,0.163653474,0.000674025,11018667.23,19946.6503
336,336,NY11,Hither Hills State Park,State,NY,Uniform Multiple Use,"New York State Office of Parks, Recreation and Historic Preservation",MPA Programmatic Management Plan,Natural Heritage,Natural Heritage,No Site Restrictions,Ecosystem,Permanent,Year-round,0,,,1,IV,IUCN MPA,Mixed,https://parks.ny.gov/,0,NY11,State Park,6.97047,0.444587201,6,0,-72.02131255,41.01605605,193,0.158494579,0.000745497,12243734.97,20162.84641
337,337,NY13,Jones Beach State Park,State,NY,Uniform Multiple Use,"New York State Office of Parks, Recreation and Historic Preservation",MPA Programmatic Management Plan,Natural Heritage,Natural Heritage,No Site Restrictions,Ecosystem,Permanent,Year-round,1929,,,1,IV,IUCN MPA,Interface,http://parks.ny.gov,0,NY13,State Park,10.2782,0.429546565,4,0,-73.51535395,40.59644244,972,0.427475517,0.001092333,17826957,51676.53065
338,338,NY15,Montauk Point State Park,State,NY,Uniform Multiple Use,"New York State Office of Parks, Recreation and Historic Preservation",MPA Programmatic Management Plan,Natural Heritage,Natural Heritage,No Site Restrictions,Ecosystem,Permanent,Year-round,0,,,1,IV,IUCN MPA,Interface,https://parks.ny.gov/,0,NY15,State Park,3.2722,0.003522609,0,0,-71.8812717,41.07142857,139,0.103220126,0.000350259,5757348.652,12496.33421
339,339,NY16,Napeague State Park,State,NY,Uniform Multiple Use,"New York State Office of Parks, Recreation and Historic Preservation",MPA Programmatic Management Plan,Natural Heritage,Natural Heritage,No Site Restrictions,Ecosystem,Permanent,Year-round,1986,,,1,IV,IUCN MPA,Interface,http://www.dec.ny.gov/animals/45834.html,0,NY16,State Park,6.01631,0.104075067,2,0,-72.07373953,40.99465827,713,0.288166909,0.00064324,10560886.1,36312.73558
340,340,NY17,Nissequogue River State Park,State,NY,Uniform Multiple Use,"New York State Office of Parks, Recreation and Historic Preservation",MPA Programmatic Management Plan,Natural Heritage,Natural Heritage,No Site Restrictions,Ecosystem,Permanent,Year-round,1999,,,1,IV,IUCN MPA,Mixed,http://parks.ny.gov,0,NY17,State Park,0.566833,0.039907433,7,0,-73.23110528,40.89781864,214,0.070903142,6.05158E-05,992124.5859,8881.67395
